date,Microsoft
2014-03-01,46.919999999999995
2014-03-02,46.23
2014-03-03,56.58
2014-03-04,60.029999999999994
2014-03-05,60.029999999999994
2014-03-06,60.72
2014-03-07,56.58
2014-03-08,41.4
2014-03-09,45.54
2014-03-10,58.65
2014-03-11,60.029999999999994
2014-03-12,60.029999999999994
2014-03-13,59.339999999999996
2014-03-14,54.51
2014-03-15,41.4
2014-03-16,44.849999999999994
2014-03-17,57.959999999999994
2014-03-18,61.41
2014-03-19,60.029999999999994
2014-03-20,59.339999999999996
2014-03-21,53.81999999999999
2014-03-22,44.16
2014-03-23,44.16
2014-03-24,60.72
2014-03-25,62.099999999999994
2014-03-26,62.78999999999999
2014-03-27,69.0
2014-03-28,62.78999999999999
2014-03-29,47.61
2014-03-30,46.919999999999995
2014-03-31,62.099999999999994
2014-04-01,64.39999999999999
2014-04-02,66.5
2014-04-03,67.89999999999999
2014-04-04,62.3
2014-04-05,47.599999999999994
2014-04-06,47.599999999999994
2014-04-07,60.199999999999996
2014-04-08,70.0
2014-04-09,67.89999999999999
2014-04-10,64.39999999999999
2014-04-11,59.49999999999999
2014-04-12,42.0
2014-04-13,42.0
2014-04-14,58.099999999999994
2014-04-15,62.3
2014-04-16,63.699999999999996
2014-04-17,60.9
2014-04-18,56.0
2014-04-19,39.199999999999996
2014-04-20,39.9
2014-04-21,58.8
2014-04-22,60.9
2014-04-23,61.599999999999994
2014-04-24,60.9
2014-04-25,57.4
2014-04-26,41.3
2014-04-27,43.4
2014-04-28,63.699999999999996
2014-04-29,67.89999999999999
2014-04-30,66.5
2014-05-01,66.0
2014-05-02,60.06
2014-05-03,40.92
2014-05-04,40.92
2014-05-05,56.760000000000005
2014-05-06,58.080000000000005
2014-05-07,56.760000000000005
2014-05-08,53.46
2014-05-09,50.82
2014-05-10,36.96
2014-05-11,37.620000000000005
2014-05-12,52.800000000000004
2014-05-13,56.1
2014-05-14,56.1
2014-05-15,56.760000000000005
2014-05-16,50.82
2014-05-17,36.96
2014-05-18,36.96
2014-05-19,54.78
2014-05-20,63.36
2014-05-21,60.720000000000006
2014-05-22,58.74
2014-05-23,52.14
2014-05-24,38.28
2014-05-25,35.64
2014-05-26,39.6
2014-05-27,52.14
2014-05-28,56.760000000000005
2014-05-29,58.74
2014-05-30,54.78
2014-05-31,37.620000000000005
2014-06-01,38.44
2014-06-02,55.8
2014-06-03,55.8
2014-06-04,57.04
2014-06-05,57.04
2014-06-06,49.6
2014-06-07,35.96
2014-06-08,37.82
2014-06-09,61.38
2014-06-10,59.519999999999996
2014-06-11,59.519999999999996
2014-06-12,57.66
2014-06-13,51.46
2014-06-14,38.44
2014-06-15,35.339999999999996
2014-06-16,56.42
2014-06-17,55.8
2014-06-18,57.04
2014-06-19,55.8
2014-06-20,51.46
2014-06-21,38.44
2014-06-22,36.58
2014-06-23,53.94
2014-06-24,62.0
2014-06-25,55.8
2014-06-26,53.94
2014-06-27,53.32
2014-06-28,37.2
2014-06-29,36.58
2014-06-30,50.22
2014-07-01,46.62
2014-07-02,49.14
2014-07-03,44.73
2014-07-04,30.87
2014-07-05,28.35
2014-07-06,32.13
2014-07-07,46.62
2014-07-08,49.77
2014-07-09,51.03
2014-07-10,49.14
2014-07-11,44.73
2014-07-12,33.39
2014-07-13,30.87
2014-07-14,49.14
2014-07-15,52.29
2014-07-16,51.03
2014-07-17,63.0
2014-07-18,52.92
2014-07-19,36.54
2014-07-20,36.54
2014-07-21,49.77
2014-07-22,53.55
2014-07-23,52.29
2014-07-24,50.4
2014-07-25,47.88
2014-07-26,34.65
2014-07-27,36.54
2014-07-28,48.51
2014-07-29,51.03
2014-07-30,52.92
2014-07-31,51.03
2014-08-01,48.96
2014-08-02,39.440000000000005
2014-08-03,39.440000000000005
2014-08-04,54.400000000000006
2014-08-05,55.760000000000005
2014-08-06,58.480000000000004
2014-08-07,55.760000000000005
2014-08-08,53.040000000000006
2014-08-09,39.440000000000005
2014-08-10,38.080000000000005
2014-08-11,54.400000000000006
2014-08-12,55.760000000000005
2014-08-13,55.080000000000005
2014-08-14,55.080000000000005
2014-08-15,53.720000000000006
2014-08-16,41.480000000000004
2014-08-17,41.480000000000004
2014-08-18,59.84
2014-08-19,66.64
2014-08-20,61.2
2014-08-21,63.24
2014-08-22,57.120000000000005
2014-08-23,45.56
2014-08-24,46.24
2014-08-25,61.88
2014-08-26,67.32000000000001
2014-08-27,68.0
2014-08-28,65.96000000000001
2014-08-29,58.480000000000004
2014-08-30,43.52
2014-08-31,44.2
2014-09-01,51.68
2014-09-02,66.88
2014-09-03,66.88
2014-09-04,69.92
2014-09-05,65.36
2014-09-06,47.12
2014-09-07,50.160000000000004
2014-09-08,68.4
2014-09-09,69.16
2014-09-10,72.2
2014-09-11,72.2
2014-09-12,65.36
2014-09-13,50.92
2014-09-14,50.92
2014-09-15,74.48
2014-09-16,76.0
2014-09-17,72.2
2014-09-18,69.92
2014-09-19,63.84
2014-09-20,46.36
2014-09-21,48.64
2014-09-22,63.08
2014-09-23,69.92
2014-09-24,66.12
2014-09-25,67.64
2014-09-26,60.8
2014-09-27,45.6
2014-09-28,47.88
2014-09-29,64.6
2014-09-30,69.92
2014-10-01,64.08
2014-10-02,65.52
2014-10-03,57.599999999999994
2014-10-04,42.48
2014-10-05,45.36
2014-10-06,61.919999999999995
2014-10-07,60.48
2014-10-08,61.199999999999996
2014-10-09,59.04
2014-10-10,61.919999999999995
2014-10-11,43.199999999999996
2014-10-12,41.76
2014-10-13,59.76
2014-10-14,61.919999999999995
2014-10-15,63.36
2014-10-16,61.199999999999996
2014-10-17,56.879999999999995
2014-10-18,43.92
2014-10-19,46.08
2014-10-20,64.08
2014-10-21,64.8
2014-10-22,65.52
2014-10-23,62.64
2014-10-24,56.16
2014-10-25,42.48
2014-10-26,45.36
2014-10-27,61.919999999999995
2014-10-28,64.08
2014-10-29,62.64
2014-10-30,72.0
2014-10-31,63.36
2014-11-01,48.96
2014-11-02,50.4
2014-11-03,67.67999999999999
2014-11-04,65.52
2014-11-05,66.96
2014-11-06,68.39999999999999
2014-11-07,64.08
2014-11-08,46.8
2014-11-09,46.08
2014-11-10,64.08
2014-11-11,69.12
2014-11-12,72.0
2014-11-13,67.67999999999999
2014-11-14,63.36
2014-11-15,48.96
2014-11-16,47.519999999999996
2014-11-17,65.52
2014-11-18,69.12
2014-11-19,68.39999999999999
2014-11-20,66.24
2014-11-21,61.919999999999995
2014-11-22,48.239999999999995
2014-11-23,49.68
2014-11-24,63.36
2014-11-25,61.199999999999996
2014-11-26,59.76
2014-11-27,62.64
2014-11-28,66.96
2014-11-29,57.599999999999994
2014-11-30,54.72
2014-12-01,71.0
2014-12-02,70.28999999999999
2014-12-03,65.32
2014-12-04,66.03
2014-12-05,58.22
2014-12-06,50.41
2014-12-07,46.86
2014-12-08,63.19
2014-12-09,65.32
2014-12-10,63.9
2014-12-11,63.9
2014-12-12,62.48
2014-12-13,49.699999999999996
2014-12-14,48.989999999999995
2014-12-15,58.93
2014-12-16,62.48
2014-12-17,59.64
2014-12-18,58.93
2014-12-19,56.8
2014-12-20,42.599999999999994
2014-12-21,41.18
2014-12-22,51.12
2014-12-23,51.83
2014-12-24,44.73
2014-12-25,65.32
2014-12-26,63.19
2014-12-27,51.12
2014-12-28,43.309999999999995
2014-12-29,51.12
2014-12-30,51.12
2014-12-31,46.15
2015-01-01,33.599999999999994
2015-01-02,42.0
2015-01-03,37.099999999999994
2015-01-04,38.5
2015-01-05,51.099999999999994
2015-01-06,54.599999999999994
2015-01-07,51.8
2015-01-08,53.9
2015-01-09,49.699999999999996
2015-01-10,37.8
2015-01-11,38.5
2015-01-12,53.199999999999996
2015-01-13,55.3
2015-01-14,57.4
2015-01-15,53.199999999999996
2015-01-16,49.699999999999996
2015-01-17,37.8
2015-01-18,37.099999999999994
2015-01-19,44.8
2015-01-20,53.199999999999996
2015-01-21,62.99999999999999
2015-01-22,70.0
2015-01-23,61.599999999999994
2015-01-24,46.9
2015-01-25,44.099999999999994
2015-01-26,56.0
2015-01-27,60.9
2015-01-28,59.49999999999999
2015-01-29,58.099999999999994
2015-01-30,52.5
2015-01-31,39.9
2015-02-01,46.92
2015-02-02,65.96000000000001
2015-02-03,68.0
2015-02-04,65.96000000000001
2015-02-05,66.64
2015-02-06,59.84
2015-02-07,46.24
2015-02-08,45.56
2015-02-09,64.60000000000001
2015-02-10,63.92
2015-02-11,66.64
2015-02-12,64.60000000000001
2015-02-13,59.160000000000004
2015-02-14,43.52
2015-02-15,44.2
2015-02-16,57.800000000000004
2015-02-17,60.52
2015-02-18,63.24
2015-02-19,61.2
2015-02-20,58.480000000000004
2015-02-21,46.24
2015-02-22,44.88
2015-02-23,59.84
2015-02-24,64.60000000000001
2015-02-25,62.56
2015-02-26,63.24
2015-02-27,55.760000000000005
2015-02-28,44.2
2015-03-01,46.72
2015-03-02,62.08
2015-03-03,63.36
2015-03-04,63.36
2015-03-05,62.72
2015-03-06,58.24
2015-03-07,45.44
2015-03-08,44.800000000000004
2015-03-09,60.800000000000004
2015-03-10,62.72
2015-03-11,62.72
2015-03-12,60.800000000000004
2015-03-13,57.6
2015-03-14,42.24
2015-03-15,44.800000000000004
2015-03-16,61.44
2015-03-17,63.36
2015-03-18,62.08
2015-03-19,60.160000000000004
2015-03-20,56.96
2015-03-21,41.6
2015-03-22,42.88
2015-03-23,60.800000000000004
2015-03-24,64.0
2015-03-25,58.24
2015-03-26,61.44
2015-03-27,53.76
2015-03-28,40.32
2015-03-29,41.6
2015-03-30,58.88
2015-03-31,63.36
2015-04-01,57.6
2015-04-02,55.04
2015-04-03,48.64
2015-04-04,35.84
2015-04-05,35.2
2015-04-06,53.120000000000005
2015-04-07,55.68
2015-04-08,56.32
2015-04-09,55.04
2015-04-10,49.92
2015-04-11,38.4
2015-04-12,38.4
2015-04-13,53.120000000000005
2015-04-14,55.68
2015-04-15,53.76
2015-04-16,57.6
2015-04-17,51.2
2015-04-18,37.12
2015-04-19,39.04
2015-04-20,55.04
2015-04-21,57.6
2015-04-22,57.6
2015-04-23,57.6
2015-04-24,52.480000000000004
2015-04-25,38.4
2015-04-26,39.04
2015-04-27,56.32
2015-04-28,55.68
2015-04-29,62.08
2015-04-30,64.0
2015-05-01,59.78
2015-05-02,42.699999999999996
2015-05-03,39.65
2015-05-04,58.56
2015-05-05,61.0
2015-05-06,59.17
2015-05-07,56.73
2015-05-08,52.46
2015-05-09,36.6
2015-05-10,36.6
2015-05-11,55.51
2015-05-12,57.339999999999996
2015-05-13,56.12
2015-05-14,57.949999999999996
2015-05-15,54.29
2015-05-16,37.21
2015-05-17,40.26
2015-05-18,53.68
2015-05-19,57.949999999999996
2015-05-20,57.339999999999996
2015-05-21,54.29
2015-05-22,48.8
2015-05-23,35.38
2015-05-24,34.16
2015-05-25,39.04
2015-05-26,53.07
2015-05-27,56.12
2015-05-28,55.51
2015-05-29,51.24
2015-05-30,35.38
2015-05-31,39.04
2015-06-01,51.03
2015-06-02,50.4
2015-06-03,50.4
2015-06-04,51.03
2015-06-05,47.88
2015-06-06,33.39
2015-06-07,34.65
2015-06-08,48.51
2015-06-09,49.14
2015-06-10,51.660000000000004
2015-06-11,47.25
2015-06-12,46.62
2015-06-13,32.13
2015-06-14,32.13
2015-06-15,63.0
2015-06-16,57.33
2015-06-17,51.660000000000004
2015-06-18,52.29
2015-06-19,46.62
2015-06-20,32.13
2015-06-21,32.13
2015-06-22,46.62
2015-06-23,49.14
2015-06-24,51.03
2015-06-25,48.51
2015-06-26,45.99
2015-06-27,32.76
2015-06-28,32.13
2015-06-29,49.14
2015-06-30,47.88
2015-07-01,47.25
2015-07-02,42.21
2015-07-03,31.5
2015-07-04,27.72
2015-07-05,27.72
2015-07-06,43.47
2015-07-07,45.36
2015-07-08,50.4
2015-07-09,48.51
2015-07-10,40.95
2015-07-11,28.35
2015-07-12,28.98
2015-07-13,44.73
2015-07-14,45.99
2015-07-15,48.51
2015-07-16,48.51
2015-07-17,44.1
2015-07-18,32.13
2015-07-19,30.87
2015-07-20,47.88
2015-07-21,50.4
2015-07-22,49.14
2015-07-23,48.51
2015-07-24,44.1
2015-07-25,29.61
2015-07-26,32.76
2015-07-27,47.25
2015-07-28,49.14
2015-07-29,62.37
2015-07-30,63.0
2015-07-31,56.07
2015-08-01,51.83
2015-08-02,51.83
2015-08-03,64.24
2015-08-04,70.81
2015-08-05,68.62
2015-08-06,69.35
2015-08-07,63.51
2015-08-08,47.449999999999996
2015-08-09,48.18
2015-08-10,66.42999999999999
2015-08-11,67.16
2015-08-12,64.97
2015-08-13,67.16
2015-08-14,60.589999999999996
2015-08-15,47.449999999999996
2015-08-16,48.91
2015-08-17,63.51
2015-08-18,69.35
2015-08-19,68.62
2015-08-20,65.7
2015-08-21,64.24
2015-08-22,51.1
2015-08-23,50.37
2015-08-24,70.81
2015-08-25,70.81
2015-08-26,73.0
2015-08-27,71.53999999999999
2015-08-28,64.97
2015-08-29,48.91
2015-08-30,50.37
2015-08-31,68.62
2015-09-01,68.62
2015-09-02,70.08
2015-09-03,67.89
2015-09-04,58.4
2015-09-05,44.53
2015-09-06,40.879999999999995
2015-09-07,50.37
2015-09-08,70.08
2015-09-09,73.0
2015-09-10,70.81
2015-09-11,62.78
2015-09-12,45.26
2015-09-13,44.53
2015-09-14,64.24
2015-09-15,67.16
2015-09-16,68.62
2015-09-17,66.42999999999999
2015-09-18,60.589999999999996
2015-09-19,42.339999999999996
2015-09-20,45.99
2015-09-21,67.16
2015-09-22,70.08
2015-09-23,67.89
2015-09-24,64.97
2015-09-25,59.129999999999995
2015-09-26,42.339999999999996
2015-09-27,42.339999999999996
2015-09-28,62.05
2015-09-29,66.42999999999999
2015-09-30,66.42999999999999
2015-10-01,50.4
2015-10-02,44.64
2015-10-03,33.12
2015-10-04,33.839999999999996
2015-10-05,49.68
2015-10-06,72.0
2015-10-07,67.67999999999999
2015-10-08,57.599999999999994
2015-10-09,50.4
2015-10-10,34.56
2015-10-11,34.56
2015-10-12,48.96
2015-10-13,50.4
2015-10-14,48.96
2015-10-15,48.96
2015-10-16,46.8
2015-10-17,32.4
2015-10-18,34.56
2015-10-19,48.96
2015-10-20,50.4
2015-10-21,51.839999999999996
2015-10-22,51.12
2015-10-23,46.8
2015-10-24,33.12
2015-10-25,33.12
2015-10-26,51.12
2015-10-27,52.559999999999995
2015-10-28,50.4
2015-10-29,48.96
2015-10-30,44.64
2015-10-31,30.959999999999997
2015-11-01,41.480000000000004
2015-11-02,59.84
2015-11-03,60.52
2015-11-04,58.480000000000004
2015-11-05,59.160000000000004
2015-11-06,55.080000000000005
2015-11-07,43.52
2015-11-08,40.120000000000005
2015-11-09,57.120000000000005
2015-11-10,59.160000000000004
2015-11-11,57.120000000000005
2015-11-12,62.56
2015-11-13,55.080000000000005
2015-11-14,40.120000000000005
2015-11-15,40.800000000000004
2015-11-16,57.800000000000004
2015-11-17,57.120000000000005
2015-11-18,60.52
2015-11-19,57.800000000000004
2015-11-20,56.440000000000005
2015-11-21,40.800000000000004
2015-11-22,42.160000000000004
2015-11-23,53.720000000000006
2015-11-24,57.120000000000005
2015-11-25,53.040000000000006
2015-11-26,54.400000000000006
2015-11-27,60.52
2015-11-28,48.28
2015-11-29,49.64
2015-11-30,68.0
2015-12-01,68.0
2015-12-02,65.96000000000001
2015-12-03,61.88
2015-12-04,58.480000000000004
2015-12-05,44.2
2015-12-06,44.88
2015-12-07,63.24
2015-12-08,61.2
2015-12-09,63.24
2015-12-10,63.92
2015-12-11,57.120000000000005
2015-12-12,43.52
2015-12-13,40.800000000000004
2015-12-14,57.800000000000004
2015-12-15,57.800000000000004
2015-12-16,57.120000000000005
2015-12-17,54.400000000000006
2015-12-18,50.32
2015-12-19,42.84
2015-12-20,38.760000000000005
2015-12-21,51.00000000000001
2015-12-22,53.040000000000006
2015-12-23,48.28
2015-12-24,40.800000000000004
2015-12-25,53.720000000000006
2015-12-26,51.00000000000001
2015-12-27,42.84
2015-12-28,53.720000000000006
2015-12-29,51.68000000000001
2015-12-30,52.36000000000001
2015-12-31,41.480000000000004
2016-01-01,33.6
2016-01-02,34.160000000000004
2016-01-03,36.96
2016-01-04,52.64000000000001
2016-01-05,51.52
2016-01-06,55.440000000000005
2016-01-07,54.88
2016-01-08,50.400000000000006
2016-01-09,35.84
2016-01-10,36.400000000000006
2016-01-11,49.84
2016-01-12,54.32000000000001
2016-01-13,53.760000000000005
2016-01-14,50.400000000000006
2016-01-15,49.28
2016-01-16,36.96
2016-01-17,35.84
2016-01-18,50.400000000000006
2016-01-19,53.2
2016-01-20,55.440000000000005
2016-01-21,53.2
2016-01-22,50.400000000000006
2016-01-23,38.64
2016-01-24,37.52
2016-01-25,53.760000000000005
2016-01-26,56.00000000000001
2016-01-27,54.88
2016-01-28,55.440000000000005
2016-01-29,52.080000000000005
2016-01-30,38.64
2016-01-31,39.760000000000005
2016-02-01,52.64000000000001
2016-02-02,53.760000000000005
2016-02-03,54.88
2016-02-04,53.2
2016-02-05,48.160000000000004
2016-02-06,34.720000000000006
2016-02-07,35.28
2016-02-08,48.720000000000006
2016-02-09,52.64000000000001
2016-02-10,49.84
2016-02-11,50.400000000000006
2016-02-12,47.6
2016-02-13,35.84
2016-02-14,32.480000000000004
2016-02-15,45.92
2016-02-16,49.84
2016-02-17,49.28
2016-02-18,49.84
2016-02-19,47.040000000000006
2016-02-20,34.160000000000004
2016-02-21,35.28
2016-02-22,49.84
2016-02-23,56.00000000000001
2016-02-24,49.84
2016-02-25,51.52
2016-02-26,47.040000000000006
2016-02-27,34.160000000000004
2016-02-28,35.28
2016-02-29,46.480000000000004
2016-03-01,52.080000000000005
2016-03-02,52.080000000000005
2016-03-03,51.52
2016-03-04,48.160000000000004
2016-03-05,37.52
2016-03-06,36.400000000000006
2016-03-07,49.84
2016-03-08,52.080000000000005
2016-03-09,51.52
2016-03-10,52.080000000000005
2016-03-11,47.6
2016-03-12,38.64
2016-03-13,36.96
2016-03-14,51.52
2016-03-15,53.760000000000005
2016-03-16,50.400000000000006
2016-03-17,48.720000000000006
2016-03-18,47.6
2016-03-19,34.720000000000006
2016-03-20,35.28
2016-03-21,49.28
2016-03-22,51.52
2016-03-23,49.28
2016-03-24,56.00000000000001
2016-03-25,52.64000000000001
2016-03-26,39.2
2016-03-27,35.84
2016-03-28,52.64000000000001
2016-03-29,54.88
2016-03-30,54.32000000000001
2016-03-31,54.88
2016-04-01,48.760000000000005
2016-04-02,34.45
2016-04-03,36.57
2016-04-04,50.88
2016-04-05,51.940000000000005
2016-04-06,50.35
2016-04-07,50.88
2016-04-08,47.7
2016-04-09,36.04
2016-04-10,36.57
2016-04-11,51.940000000000005
2016-04-12,53.0
2016-04-13,51.940000000000005
2016-04-14,50.35
2016-04-15,49.82
2016-04-16,36.57
2016-04-17,35.510000000000005
2016-04-18,49.29
2016-04-19,50.88
2016-04-20,49.82
2016-04-21,49.29
2016-04-22,48.230000000000004
2016-04-23,33.39
2016-04-24,34.45
2016-04-25,50.88
2016-04-26,50.88
2016-04-27,49.29
2016-04-28,50.35
2016-04-29,47.7
2016-04-30,33.39
2016-05-01,34.0
2016-05-02,46.0
2016-05-03,49.5
2016-05-04,47.0
2016-05-05,48.0
2016-05-06,43.5
2016-05-07,31.0
2016-05-08,31.0
2016-05-09,47.0
2016-05-10,50.0
2016-05-11,49.0
2016-05-12,48.0
2016-05-13,43.5
2016-05-14,30.0
2016-05-15,32.5
2016-05-16,46.0
2016-05-17,49.5
2016-05-18,50.0
2016-05-19,47.5
2016-05-20,44.5
2016-05-21,31.5
2016-05-22,32.0
2016-05-23,46.5
2016-05-24,50.0
2016-05-25,48.5
2016-05-26,47.0
2016-05-27,41.0
2016-05-28,30.0
2016-05-29,27.0
2016-05-30,32.5
2016-05-31,46.5
2016-06-01,33.660000000000004
2016-06-02,32.64
2016-06-03,29.580000000000002
2016-06-04,20.4
2016-06-05,21.93
2016-06-06,32.13
2016-06-07,33.660000000000004
2016-06-08,32.64
2016-06-09,33.15
2016-06-10,30.6
2016-06-11,19.38
2016-06-12,20.4
2016-06-13,51.0
2016-06-14,39.27
2016-06-15,36.21
2016-06-16,33.660000000000004
2016-06-17,31.11
2016-06-18,21.93
2016-06-19,22.44
2016-06-20,32.64
2016-06-21,34.68
2016-06-22,34.17
2016-06-23,33.15
2016-06-24,29.580000000000002
2016-06-25,21.42
2016-06-26,20.91
2016-06-27,31.11
2016-06-28,32.64
2016-06-29,33.660000000000004
2016-06-30,32.64
2016-07-01,38.54
2016-07-02,25.849999999999998
2016-07-03,25.849999999999998
2016-07-04,25.849999999999998
2016-07-05,39.01
2016-07-06,44.18
2016-07-07,41.83
2016-07-08,41.36
2016-07-09,26.79
2016-07-10,28.2
2016-07-11,42.769999999999996
2016-07-12,43.239999999999995
2016-07-13,43.71
2016-07-14,41.36
2016-07-15,39.01
2016-07-16,28.669999999999998
2016-07-17,28.669999999999998
2016-07-18,42.769999999999996
2016-07-19,43.71
2016-07-20,44.65
2016-07-21,39.949999999999996
2016-07-22,42.769999999999996
2016-07-23,28.2
2016-07-24,27.259999999999998
2016-07-25,44.65
2016-07-26,45.12
2016-07-27,47.0
2016-07-28,44.18
2016-07-29,41.83
2016-07-30,31.02
2016-07-31,30.549999999999997
2016-08-01,45.900000000000006
2016-08-02,48.06
2016-08-03,45.900000000000006
2016-08-04,45.36
2016-08-05,42.660000000000004
2016-08-06,29.700000000000003
2016-08-07,30.78
2016-08-08,46.440000000000005
2016-08-09,45.36
2016-08-10,46.440000000000005
2016-08-11,46.440000000000005
2016-08-12,43.74
2016-08-13,31.860000000000003
2016-08-14,30.78
2016-08-15,47.52
2016-08-16,48.06
2016-08-17,49.68000000000001
2016-08-18,48.6
2016-08-19,43.74
2016-08-20,31.32
2016-08-21,33.480000000000004
2016-08-22,51.84
2016-08-23,53.46
2016-08-24,54.0
2016-08-25,51.300000000000004
2016-08-26,46.980000000000004
2016-08-27,34.56
2016-08-28,34.56
2016-08-29,50.220000000000006
2016-08-30,51.84
2016-08-31,52.92
2016-09-01,51.7
2016-09-02,45.650000000000006
2016-09-03,31.35
2016-09-04,32.45
2016-09-05,35.75
2016-09-06,50.050000000000004
2016-09-07,52.800000000000004
2016-09-08,53.35
2016-09-09,47.85
2016-09-10,33.0
2016-09-11,33.550000000000004
2016-09-12,50.6
2016-09-13,52.800000000000004
2016-09-14,53.900000000000006
2016-09-15,52.25000000000001
2016-09-16,47.300000000000004
2016-09-17,33.0
2016-09-18,35.2
2016-09-19,51.150000000000006
2016-09-20,55.00000000000001
2016-09-21,52.800000000000004
2016-09-22,53.900000000000006
2016-09-23,47.300000000000004
2016-09-24,33.550000000000004
2016-09-25,35.75
2016-09-26,51.7
2016-09-27,52.800000000000004
2016-09-28,51.150000000000006
2016-09-29,50.6
2016-09-30,46.2
2016-10-01,26.46
2016-10-02,27.540000000000003
2016-10-03,39.42
2016-10-04,42.120000000000005
2016-10-05,39.42
2016-10-06,38.34
2016-10-07,35.1
2016-10-08,25.380000000000003
2016-10-09,25.380000000000003
2016-10-10,36.72
2016-10-11,41.040000000000006
2016-10-12,39.96
2016-10-13,42.120000000000005
2016-10-14,37.800000000000004
2016-10-15,24.840000000000003
2016-10-16,25.92
2016-10-17,39.42
2016-10-18,41.040000000000006
2016-10-19,40.5
2016-10-20,39.96
2016-10-21,38.34
2016-10-22,26.46
2016-10-23,26.46
2016-10-24,39.96
2016-10-25,43.2
2016-10-26,51.84
2016-10-27,54.0
2016-10-28,45.36
2016-10-29,29.160000000000004
2016-10-30,28.62
2016-10-31,42.120000000000005
2016-11-01,50.6
2016-11-02,52.25000000000001
2016-11-03,49.50000000000001
2016-11-04,46.2
2016-11-05,31.900000000000002
2016-11-06,31.900000000000002
2016-11-07,47.300000000000004
2016-11-08,46.2
2016-11-09,32.45
2016-11-10,45.650000000000006
2016-11-11,40.7
2016-11-12,31.35
2016-11-13,31.900000000000002
2016-11-14,46.2
2016-11-15,50.6
2016-11-16,50.050000000000004
2016-11-17,51.150000000000006
2016-11-18,45.650000000000006
2016-11-19,31.35
2016-11-20,33.550000000000004
2016-11-21,48.400000000000006
2016-11-22,48.400000000000006
2016-11-23,44.550000000000004
2016-11-24,42.35
2016-11-25,48.95
2016-11-26,36.85
2016-11-27,37.400000000000006
2016-11-28,53.900000000000006
2016-11-29,55.00000000000001
2016-11-30,51.150000000000006
2016-12-01,49.92
2016-12-02,46.28
2016-12-03,35.88
2016-12-04,34.32
2016-12-05,48.88
2016-12-06,51.480000000000004
2016-12-07,52.0
2016-12-08,48.88
2016-12-09,44.2
2016-12-10,34.32
2016-12-11,34.84
2016-12-12,48.36
2016-12-13,49.4
2016-12-14,49.4
2016-12-15,49.92
2016-12-16,45.24
2016-12-17,33.800000000000004
2016-12-18,32.24
2016-12-19,46.800000000000004
2016-12-20,46.800000000000004
2016-12-21,44.2
2016-12-22,41.6
2016-12-23,36.92
2016-12-24,28.6
2016-12-25,40.56
2016-12-26,40.56
2016-12-27,42.120000000000005
2016-12-28,42.64
2016-12-29,40.04
2016-12-30,35.36
2016-12-31,26.0
2017-01-01,27.03
2017-01-02,36.04
2017-01-03,46.64
2017-01-04,48.760000000000005
2017-01-05,48.760000000000005
2017-01-06,45.050000000000004
2017-01-07,33.92
2017-01-08,33.92
2017-01-09,46.64
2017-01-10,50.35
2017-01-11,51.940000000000005
2017-01-12,50.88
2017-01-13,47.17
2017-01-14,35.510000000000005
2017-01-15,31.270000000000003
2017-01-16,43.46
2017-01-17,50.35
2017-01-18,52.470000000000006
2017-01-19,50.88
2017-01-20,46.64
2017-01-21,34.45
2017-01-22,34.980000000000004
2017-01-23,49.29
2017-01-24,53.0
2017-01-25,52.470000000000006
2017-01-26,52.470000000000006
2017-01-27,48.760000000000005
2017-01-28,33.92
2017-01-29,33.92
2017-01-30,49.29
2017-01-31,51.410000000000004
2017-02-01,53.0
2017-02-02,50.35
2017-02-03,48.760000000000005
2017-02-04,36.04
2017-02-05,33.39
2017-02-06,47.17
2017-02-07,50.88
2017-02-08,51.940000000000005
2017-02-09,51.940000000000005
2017-02-10,48.230000000000004
2017-02-11,32.86
2017-02-12,33.39
2017-02-13,48.230000000000004
2017-02-14,50.88
2017-02-15,51.940000000000005
2017-02-16,51.410000000000004
2017-02-17,46.64
2017-02-18,33.39
2017-02-19,32.86
2017-02-20,46.11
2017-02-21,49.29
2017-02-22,48.760000000000005
2017-02-23,49.29
2017-02-24,46.64
2017-02-25,33.39
2017-02-26,33.39
2017-02-27,48.230000000000004
2017-02-28,50.88
2017-03-01,45.050000000000004
2017-03-02,47.17
2017-03-03,41.870000000000005
2017-03-04,30.21
2017-03-05,29.68
2017-03-06,46.11
2017-03-07,49.82
2017-03-08,45.580000000000005
2017-03-09,45.050000000000004
2017-03-10,40.81
2017-03-11,30.21
2017-03-12,29.68
2017-03-13,40.81
2017-03-14,44.52
2017-03-15,46.11
2017-03-16,43.46
2017-03-17,39.22
2017-03-18,27.560000000000002
2017-03-19,29.150000000000002
2017-03-20,43.46
2017-03-21,53.0
2017-03-22,47.17
2017-03-23,47.7
2017-03-24,40.81
2017-03-25,28.09
2017-03-26,29.150000000000002
2017-03-27,44.52
2017-03-28,45.580000000000005
2017-03-29,43.46
2017-03-30,42.93
2017-03-31,40.28
2017-04-01,30.0
2017-04-02,31.0
2017-04-03,45.5
2017-04-04,47.5
2017-04-05,48.0
2017-04-06,48.5
2017-04-07,43.0
2017-04-08,31.0
2017-04-09,30.5
2017-04-10,46.0
2017-04-11,49.0
2017-04-12,49.0
2017-04-13,47.5
2017-04-14,42.0
2017-04-15,29.5
2017-04-16,29.0
2017-04-17,48.0
2017-04-18,47.0
2017-04-19,48.5
