date,Netflix
2014-09-22,42.9
2014-09-23,43.550000000000004
2014-09-24,40.95
2014-09-25,40.95
2014-09-26,42.25
2014-09-27,57.2
2014-09-28,59.800000000000004
2014-09-29,42.9
2014-09-30,41.6
2014-10-01,43.550000000000004
2014-10-02,44.2
2014-10-03,44.85
2014-10-04,64.35000000000001
2014-10-05,65.0
2014-10-06,44.85
2014-10-07,42.25
2014-10-08,40.95
2014-10-09,40.95
2014-10-10,43.550000000000004
2014-10-11,61.1
2014-10-12,60.45
2014-10-13,47.45
2014-10-14,41.6
2014-10-15,43.550000000000004
2014-10-16,43.550000000000004
2014-10-17,45.5
2014-10-18,61.1
2014-10-19,61.1
2014-10-20,42.25
2014-10-21,40.300000000000004
2014-10-22,39.65
2014-10-23,40.300000000000004
2014-10-24,42.9
2014-10-25,60.45
2014-10-26,59.800000000000004
2014-10-27,40.95
2014-10-28,40.95
2014-10-29,42.9
2014-10-30,39.0
2014-10-31,46.15
2014-11-01,66.5
2014-11-02,70.0
2014-11-03,41.3
2014-11-04,49.699999999999996
2014-11-05,36.4
2014-11-06,39.199999999999996
2014-11-07,42.0
2014-11-08,57.4
2014-11-09,60.9
2014-11-10,41.3
2014-11-11,43.4
2014-11-12,37.8
2014-11-13,37.8
2014-11-14,41.3
2014-11-15,57.4
2014-11-16,60.9
2014-11-17,40.599999999999994
2014-11-18,39.9
2014-11-19,37.099999999999994
2014-11-20,39.199999999999996
2014-11-21,40.599999999999994
2014-11-22,59.49999999999999
2014-11-23,61.599999999999994
2014-11-24,44.099999999999994
2014-11-25,42.0
2014-11-26,48.3
2014-11-27,56.699999999999996
2014-11-28,57.4
2014-11-29,65.8
2014-11-30,64.39999999999999
2014-12-01,44.660000000000004
2014-12-02,45.43
2014-12-03,40.81
2014-12-04,40.04
2014-12-05,42.35
2014-12-06,63.14
2014-12-07,63.14
2014-12-08,43.89
2014-12-09,40.81
2014-12-10,41.58
2014-12-11,41.58
2014-12-12,44.660000000000004
2014-12-13,62.370000000000005
2014-12-14,66.22
2014-12-15,46.2
2014-12-16,43.89
2014-12-17,45.43
2014-12-18,46.2
2014-12-19,51.59
2014-12-20,63.910000000000004
2014-12-21,66.99
2014-12-22,56.980000000000004
2014-12-23,56.21
2014-12-24,63.14
2014-12-25,77.0
2014-12-26,72.38
2014-12-27,76.23
2014-12-28,75.46000000000001
2014-12-29,65.45
2014-12-30,61.6
2014-12-31,66.22
2015-01-01,76.0
2015-01-02,64.6
2015-01-03,69.16
2015-01-04,66.88
2015-01-05,47.88
2015-01-06,42.56
2015-01-07,40.28
2015-01-08,41.04
2015-01-09,41.8
2015-01-10,57.76
2015-01-11,58.52
2015-01-12,42.56
2015-01-13,38.76
2015-01-14,38.0
2015-01-15,38.0
2015-01-16,40.28
2015-01-17,58.52
2015-01-18,57.76
2015-01-19,50.160000000000004
2015-01-20,38.76
2015-01-21,38.0
2015-01-22,38.0
2015-01-23,41.04
2015-01-24,58.52
2015-01-25,63.08
2015-01-26,44.08
2015-01-27,43.32
2015-01-28,38.0
2015-01-29,34.96
2015-01-30,37.24
2015-01-31,53.96
2015-02-01,61.599999999999994
2015-02-02,42.699999999999996
2015-02-03,49.699999999999996
2015-02-04,58.8
2015-02-05,39.9
2015-02-06,42.699999999999996
2015-02-07,61.599999999999994
2015-02-08,63.699999999999996
2015-02-09,41.3
2015-02-10,38.5
2015-02-11,38.5
2015-02-12,39.199999999999996
2015-02-13,44.8
2015-02-14,58.099999999999994
2015-02-15,70.0
2015-02-16,53.9
2015-02-17,46.9
2015-02-18,43.4
2015-02-19,41.3
2015-02-20,44.099999999999994
2015-02-21,62.3
2015-02-22,65.1
2015-02-23,44.099999999999994
2015-02-24,42.0
2015-02-25,43.4
2015-02-26,42.699999999999996
2015-02-27,46.199999999999996
2015-02-28,67.19999999999999
2015-03-01,66.0
2015-03-02,42.24
2015-03-03,38.940000000000005
2015-03-04,37.620000000000005
2015-03-05,42.24
2015-03-06,42.9
2015-03-07,58.080000000000005
2015-03-08,59.400000000000006
2015-03-09,40.92
2015-03-10,38.28
2015-03-11,36.96
2015-03-12,36.96
2015-03-13,40.260000000000005
2015-03-14,55.440000000000005
2015-03-15,56.760000000000005
2015-03-16,38.28
2015-03-17,36.300000000000004
2015-03-18,36.300000000000004
2015-03-19,36.96
2015-03-20,41.580000000000005
2015-03-21,55.440000000000005
2015-03-22,57.42
2015-03-23,38.940000000000005
2015-03-24,38.28
2015-03-25,44.88
2015-03-26,34.32
2015-03-27,41.580000000000005
2015-03-28,54.78
2015-03-29,53.46
2015-03-30,40.260000000000005
2015-03-31,38.940000000000005
2015-04-01,41.580000000000005
2015-04-02,44.88
2015-04-03,50.82
2015-04-04,58.080000000000005
2015-04-05,60.720000000000006
2015-04-06,46.2
2015-04-07,41.580000000000005
2015-04-08,40.92
2015-04-09,42.24
2015-04-10,51.480000000000004
2015-04-11,66.0
2015-04-12,66.0
2015-04-13,45.54
2015-04-14,40.92
2015-04-15,42.24
2015-04-16,43.56
2015-04-17,45.54
2015-04-18,58.74
2015-04-19,66.0
2015-04-20,42.9
2015-04-21,42.24
2015-04-22,42.24
2015-04-23,42.24
2015-04-24,44.88
2015-04-25,60.06
2015-04-26,62.040000000000006
2015-04-27,42.9
2015-04-28,40.260000000000005
2015-04-29,38.28
2015-04-30,38.940000000000005
2015-05-01,40.870000000000005
2015-05-02,55.61000000000001
2015-05-03,54.27
2015-05-04,39.53
2015-05-05,37.52
2015-05-06,36.85
2015-05-07,38.190000000000005
2015-05-08,43.550000000000004
2015-05-09,58.290000000000006
2015-05-10,60.970000000000006
2015-05-11,42.21
2015-05-12,40.870000000000005
2015-05-13,40.2
2015-05-14,40.2
2015-05-15,44.220000000000006
2015-05-16,58.290000000000006
2015-05-17,60.970000000000006
2015-05-18,42.88
2015-05-19,41.54
2015-05-20,41.54
2015-05-21,42.21
2015-05-22,48.910000000000004
2015-05-23,60.300000000000004
2015-05-24,64.32000000000001
2015-05-25,65.66000000000001
2015-05-26,46.230000000000004
2015-05-27,44.220000000000006
2015-05-28,42.88
2015-05-29,48.24
2015-05-30,59.63
2015-05-31,67.0
2015-06-01,53.2
2015-06-02,50.92
2015-06-03,47.88
2015-06-04,50.160000000000004
2015-06-05,52.44
2015-06-06,63.84
2015-06-07,66.12
2015-06-08,51.68
2015-06-09,51.68
2015-06-10,51.68
2015-06-11,53.96
2015-06-12,63.84
2015-06-13,74.48
2015-06-14,72.2
2015-06-15,60.04
2015-06-16,56.24
2015-06-17,54.72
2015-06-18,57.0
2015-06-19,56.24
2015-06-20,66.12
2015-06-21,71.44
2015-06-22,57.0
2015-06-23,53.96
2015-06-24,55.480000000000004
2015-06-25,55.480000000000004
2015-06-26,54.72
2015-06-27,69.16
2015-06-28,76.0
2015-06-29,54.72
2015-06-30,54.72
2015-07-01,55.5
2015-07-02,56.25
2015-07-03,63.75
2015-07-04,69.0
2015-07-05,70.5
2015-07-06,58.5
2015-07-07,55.5
2015-07-08,54.75
2015-07-09,54.0
2015-07-10,57.0
2015-07-11,68.25
2015-07-12,72.75
2015-07-13,57.0
2015-07-14,55.5
2015-07-15,54.0
2015-07-16,56.25
2015-07-17,57.0
2015-07-18,68.25
2015-07-19,75.0
2015-07-20,55.5
2015-07-21,54.0
2015-07-22,52.5
2015-07-23,53.25
2015-07-24,54.0
2015-07-25,66.75
2015-07-26,72.0
2015-07-27,57.0
2015-07-28,54.75
2015-07-29,53.25
2015-07-30,51.75
2015-07-31,55.5
2015-08-01,66.12
2015-08-02,70.68
2015-08-03,57.0
2015-08-04,53.2
2015-08-05,59.28
2015-08-06,53.2
2015-08-07,52.44
2015-08-08,66.12
2015-08-09,70.68
2015-08-10,57.0
2015-08-11,53.96
2015-08-12,53.2
2015-08-13,51.68
2015-08-14,51.68
2015-08-15,66.12
2015-08-16,71.44
2015-08-17,55.480000000000004
2015-08-18,53.2
2015-08-19,53.2
2015-08-20,53.2
2015-08-21,54.72
2015-08-22,69.16
2015-08-23,74.48
2015-08-24,54.72
2015-08-25,51.68
2015-08-26,50.160000000000004
2015-08-27,50.92
2015-08-28,54.72
2015-08-29,71.44
2015-08-30,76.0
2015-08-31,53.2
2015-09-01,51.12
2015-09-02,48.96
2015-09-03,47.519999999999996
2015-09-04,50.4
2015-09-05,64.8
2015-09-06,69.84
2015-09-07,72.0
2015-09-08,48.239999999999995
2015-09-09,46.08
2015-09-10,46.08
2015-09-11,47.519999999999996
2015-09-12,64.08
2015-09-13,64.8
2015-09-14,45.36
2015-09-15,43.199999999999996
2015-09-16,43.92
2015-09-17,42.48
2015-09-18,47.519999999999996
2015-09-19,68.39999999999999
2015-09-20,70.56
2015-09-21,47.519999999999996
2015-09-22,46.8
2015-09-23,46.8
2015-09-24,46.08
2015-09-25,50.4
2015-09-26,66.24
2015-09-27,69.12
2015-09-28,46.8
2015-09-29,49.68
2015-09-30,49.68
2015-10-01,47.519999999999996
2015-10-02,52.559999999999995
2015-10-03,72.0
2015-10-04,71.28
2015-10-05,46.8
2015-10-06,46.08
2015-10-07,45.36
2015-10-08,45.36
2015-10-09,49.68
2015-10-10,64.8
2015-10-11,65.52
2015-10-12,48.239999999999995
2015-10-13,43.199999999999996
2015-10-14,43.92
2015-10-15,59.04
2015-10-16,48.239999999999995
2015-10-17,61.199999999999996
2015-10-18,61.199999999999996
2015-10-19,44.64
2015-10-20,43.199999999999996
2015-10-21,43.92
2015-10-22,41.04
2015-10-23,46.08
2015-10-24,62.64
2015-10-25,64.08
2015-10-26,46.8
2015-10-27,42.48
2015-10-28,43.199999999999996
2015-10-29,43.92
2015-10-30,51.839999999999996
2015-10-31,64.08
2015-11-01,70.0
2015-11-02,45.5
2015-11-03,44.099999999999994
2015-11-04,42.0
2015-11-05,42.699999999999996
2015-11-06,45.5
2015-11-07,62.99999999999999
2015-11-08,62.99999999999999
2015-11-09,43.4
2015-11-10,42.0
2015-11-11,47.599999999999994
2015-11-12,40.599999999999994
2015-11-13,42.699999999999996
2015-11-14,55.3
2015-11-15,58.099999999999994
2015-11-16,45.5
2015-11-17,39.9
2015-11-18,38.5
2015-11-19,43.4
2015-11-20,46.9
2015-11-21,61.599999999999994
2015-11-22,63.699999999999996
2015-11-23,47.599999999999994
2015-11-24,46.9
2015-11-25,49.699999999999996
2015-11-26,56.0
2015-11-27,58.8
2015-11-28,63.699999999999996
2015-11-29,65.1
2015-11-30,42.699999999999996
2015-12-01,41.61
2015-12-02,40.879999999999995
2015-12-03,39.42
2015-12-04,42.339999999999996
2015-12-05,57.67
2015-12-06,58.4
2015-12-07,43.07
2015-12-08,39.42
2015-12-09,38.69
2015-12-10,39.42
2015-12-11,45.26
2015-12-12,59.86
2015-12-13,60.589999999999996
2015-12-14,42.339999999999996
2015-12-15,41.61
2015-12-16,43.07
2015-12-17,48.18
2015-12-18,51.83
2015-12-19,60.589999999999996
2015-12-20,61.32
2015-12-21,51.1
2015-12-22,52.56
2015-12-23,54.75
2015-12-24,59.86
2015-12-25,70.08
2015-12-26,73.0
2015-12-27,73.0
2015-12-28,64.97
2015-12-29,62.05
2015-12-30,61.32
2015-12-31,62.05
2016-01-01,65.52
2016-01-02,72.0
2016-01-03,69.12
2016-01-04,51.839999999999996
2016-01-05,48.239999999999995
2016-01-06,48.239999999999995
2016-01-07,47.519999999999996
2016-01-08,48.239999999999995
2016-01-09,62.64
2016-01-10,58.32
2016-01-11,46.08
2016-01-12,41.76
2016-01-13,43.92
2016-01-14,41.04
2016-01-15,46.08
2016-01-16,59.04
2016-01-17,62.64
2016-01-18,58.32
2016-01-19,45.36
2016-01-20,43.199999999999996
2016-01-21,43.199999999999996
2016-01-22,46.8
2016-01-23,66.96
2016-01-24,64.08
2016-01-25,45.36
2016-01-26,41.76
2016-01-27,40.32
2016-01-28,39.6
2016-01-29,40.32
2016-01-30,56.16
2016-01-31,59.76
2016-02-01,43.8
2016-02-02,39.6
2016-02-03,38.4
2016-02-04,36.0
2016-02-05,39.0
2016-02-06,52.8
2016-02-07,52.8
2016-02-08,35.4
2016-02-09,37.199999999999996
2016-02-10,36.0
2016-02-11,36.0
2016-02-12,40.199999999999996
2016-02-13,53.4
2016-02-14,57.599999999999994
2016-02-15,51.0
2016-02-16,40.199999999999996
2016-02-17,37.8
2016-02-18,34.8
2016-02-19,37.8
2016-02-20,53.4
2016-02-21,55.8
2016-02-22,40.8
2016-02-23,38.4
2016-02-24,37.8
2016-02-25,38.4
2016-02-26,46.199999999999996
2016-02-27,60.0
2016-02-28,58.8
2016-02-29,41.4
2016-03-01,39.0
2016-03-02,40.199999999999996
2016-03-03,40.199999999999996
2016-03-04,43.8
2016-03-05,57.599999999999994
2016-03-06,58.8
2016-03-07,43.199999999999996
2016-03-08,38.4
2016-03-09,40.8
2016-03-10,38.4
2016-03-11,40.8
2016-03-12,53.4
2016-03-13,58.8
2016-03-14,43.199999999999996
2016-03-15,39.0
2016-03-16,37.199999999999996
2016-03-17,37.199999999999996
2016-03-18,44.4
2016-03-19,56.4
2016-03-20,60.0
2016-03-21,44.4
2016-03-22,40.8
2016-03-23,41.4
2016-03-24,42.0
2016-03-25,46.8
2016-03-26,54.6
2016-03-27,57.0
2016-03-28,46.199999999999996
2016-03-29,41.4
2016-03-30,40.8
2016-03-31,40.199999999999996
2016-04-01,42.18
2016-04-02,56.99999999999999
2016-04-03,54.72
2016-04-04,35.339999999999996
2016-04-05,34.769999999999996
2016-04-06,32.489999999999995
2016-04-07,32.489999999999995
2016-04-08,37.05
2016-04-09,46.739999999999995
2016-04-10,50.16
2016-04-11,35.91
2016-04-12,33.059999999999995
2016-04-13,32.489999999999995
2016-04-14,33.059999999999995
2016-04-15,33.059999999999995
2016-04-16,42.18
2016-04-17,44.459999999999994
2016-04-18,33.629999999999995
2016-04-19,32.489999999999995
2016-04-20,30.779999999999998
2016-04-21,29.069999999999997
2016-04-22,31.349999999999998
2016-04-23,41.04
2016-04-24,42.74999999999999
2016-04-25,30.779999999999998
2016-04-26,30.779999999999998
2016-04-27,30.209999999999997
2016-04-28,29.639999999999997
2016-04-29,31.349999999999998
2016-04-30,42.18
2016-05-01,53.900000000000006
2016-05-02,37.400000000000006
2016-05-03,34.650000000000006
2016-05-04,34.650000000000006
2016-05-05,35.75
2016-05-06,37.400000000000006
2016-05-07,45.650000000000006
2016-05-08,49.50000000000001
2016-05-09,36.85
2016-05-10,36.300000000000004
2016-05-11,36.300000000000004
2016-05-12,36.85
2016-05-13,38.5
2016-05-14,50.6
2016-05-15,53.900000000000006
2016-05-16,40.150000000000006
2016-05-17,36.85
2016-05-18,36.300000000000004
2016-05-19,37.400000000000006
2016-05-20,40.150000000000006
2016-05-21,48.95
2016-05-22,52.25000000000001
2016-05-23,39.050000000000004
2016-05-24,39.6
2016-05-25,39.050000000000004
2016-05-26,40.150000000000006
2016-05-27,43.45
2016-05-28,48.95
2016-05-29,54.45
2016-05-30,55.00000000000001
2016-05-31,42.35
2016-06-01,46.8
2016-06-02,46.199999999999996
2016-06-03,46.199999999999996
2016-06-04,56.4
2016-06-05,60.0
2016-06-06,45.0
2016-06-07,43.199999999999996
2016-06-08,42.6
2016-06-09,43.199999999999996
2016-06-10,45.6
2016-06-11,52.199999999999996
2016-06-12,57.599999999999994
2016-06-13,44.4
2016-06-14,43.199999999999996
2016-06-15,45.0
2016-06-16,45.6
2016-06-17,50.4
2016-06-18,58.199999999999996
2016-06-19,58.8
2016-06-20,51.0
2016-06-21,48.0
2016-06-22,47.4
2016-06-23,46.199999999999996
2016-06-24,44.4
2016-06-25,52.8
2016-06-26,58.199999999999996
2016-06-27,45.6
2016-06-28,46.199999999999996
2016-06-29,47.4
2016-06-30,47.4
2016-07-01,42.6
2016-07-02,48.6
2016-07-03,49.8
2016-07-04,48.0
2016-07-05,39.6
2016-07-06,40.199999999999996
2016-07-07,37.199999999999996
2016-07-08,36.6
2016-07-09,43.199999999999996
2016-07-10,46.199999999999996
2016-07-11,39.6
2016-07-12,39.6
2016-07-13,37.199999999999996
2016-07-14,35.4
2016-07-15,36.0
2016-07-16,42.0
2016-07-17,47.4
2016-07-18,39.6
2016-07-19,39.0
2016-07-20,36.0
2016-07-21,35.4
2016-07-22,36.6
2016-07-23,42.6
2016-07-24,48.0
2016-07-25,38.4
2016-07-26,36.6
2016-07-27,36.0
2016-07-28,36.0
2016-07-29,36.6
2016-07-30,47.4
2016-07-31,60.0
2016-08-01,45.1
2016-08-02,41.800000000000004
2016-08-03,42.35
2016-08-04,38.5
2016-08-05,39.6
2016-08-06,43.45
2016-08-07,47.300000000000004
2016-08-08,37.400000000000006
2016-08-09,36.85
2016-08-10,34.650000000000006
2016-08-11,35.2
2016-08-12,37.400000000000006
2016-08-13,46.2
2016-08-14,49.50000000000001
2016-08-15,40.7
2016-08-16,37.95
2016-08-17,37.95
2016-08-18,37.400000000000006
2016-08-19,37.400000000000006
2016-08-20,47.300000000000004
2016-08-21,50.050000000000004
2016-08-22,40.150000000000006
2016-08-23,39.6
2016-08-24,37.95
2016-08-25,37.95
2016-08-26,41.25
2016-08-27,51.7
2016-08-28,55.00000000000001
2016-08-29,40.150000000000006
2016-08-30,39.050000000000004
2016-08-31,39.050000000000004
2016-09-01,41.76
2016-09-02,45.239999999999995
2016-09-03,52.199999999999996
2016-09-04,55.67999999999999
2016-09-05,57.99999999999999
2016-09-06,41.76
2016-09-07,38.279999999999994
2016-09-08,37.12
2016-09-09,39.44
2016-09-10,50.459999999999994
2016-09-11,49.879999999999995
2016-09-12,38.279999999999994
2016-09-13,37.12
2016-09-14,38.279999999999994
2016-09-15,37.699999999999996
2016-09-16,38.86
2016-09-17,49.879999999999995
2016-09-18,51.62
2016-09-19,40.599999999999994
2016-09-20,37.12
2016-09-21,35.96
2016-09-22,36.54
2016-09-23,40.599999999999994
2016-09-24,52.199999999999996
2016-09-25,52.779999999999994
2016-09-26,38.279999999999994
2016-09-27,34.22
2016-09-28,36.54
2016-09-29,37.12
2016-09-30,44.08
2016-10-01,59.0
2016-10-02,45.43
2016-10-03,35.4
2016-10-04,31.27
2016-10-05,30.09
2016-10-06,29.5
2016-10-07,31.27
2016-10-08,38.35
2016-10-09,39.53
2016-10-10,30.09
2016-10-11,28.32
2016-10-12,29.5
2016-10-13,29.5
2016-10-14,30.68
2016-10-15,38.94
2016-10-16,39.53
2016-10-17,30.68
2016-10-18,29.5
2016-10-19,28.91
2016-10-20,27.139999999999997
2016-10-21,36.58
2016-10-22,40.12
2016-10-23,40.71
2016-10-24,30.68
2016-10-25,28.32
2016-10-26,27.729999999999997
2016-10-27,27.729999999999997
2016-10-28,30.68
2016-10-29,37.169999999999995
2016-10-30,40.12
2016-10-31,30.09
2016-11-01,37.699999999999996
2016-11-02,34.22
2016-11-03,30.74
2016-11-04,38.279999999999994
2016-11-05,50.459999999999994
2016-11-06,48.72
2016-11-07,36.54
2016-11-08,31.9
2016-11-09,23.2
2016-11-10,32.48
2016-11-11,38.279999999999994
2016-11-12,49.3
2016-11-13,49.879999999999995
2016-11-14,35.379999999999995
2016-11-15,33.64
2016-11-16,34.8
2016-11-17,34.8
2016-11-18,36.54
2016-11-19,48.13999999999999
2016-11-20,49.879999999999995
2016-11-21,40.019999999999996
2016-11-22,39.44
2016-11-23,42.919999999999995
2016-11-24,46.98
2016-11-25,57.419999999999995
2016-11-26,57.99999999999999
2016-11-27,56.26
2016-11-28,37.12
2016-11-29,35.379999999999995
2016-11-30,39.44
2016-12-01,42.88
2016-12-02,42.88
2016-12-03,52.480000000000004
2016-12-04,53.120000000000005
2016-12-05,39.68
2016-12-06,37.76
2016-12-07,36.480000000000004
2016-12-08,36.480000000000004
2016-12-09,38.4
2016-12-10,48.64
2016-12-11,55.04
2016-12-12,41.6
2016-12-13,39.04
2016-12-14,39.04
2016-12-15,40.96
2016-12-16,46.08
2016-12-17,56.96
2016-12-18,56.96
2016-12-19,48.0
2016-12-20,45.44
2016-12-21,47.36
2016-12-22,48.0
2016-12-23,50.56
2016-12-24,53.76
2016-12-25,62.08
2016-12-26,64.0
2016-12-27,56.96
2016-12-28,55.04
2016-12-29,53.76
2016-12-30,51.84
2016-12-31,55.68
2017-01-01,61.38
2017-01-02,64.68
2017-01-03,50.82
2017-01-04,44.22
2017-01-05,44.22
2017-01-06,46.2
2017-01-07,64.02
2017-01-08,62.040000000000006
2017-01-09,47.52
2017-01-10,38.940000000000005
2017-01-11,38.940000000000005
2017-01-12,39.6
2017-01-13,47.52
2017-01-14,66.0
2017-01-15,64.02
2017-01-16,55.440000000000005
2017-01-17,43.56
2017-01-18,40.92
2017-01-19,40.260000000000005
2017-01-20,41.580000000000005
2017-01-21,52.800000000000004
2017-01-22,56.760000000000005
2017-01-23,41.580000000000005
2017-01-24,39.6
2017-01-25,38.28
2017-01-26,37.620000000000005
2017-01-27,39.6
2017-01-28,52.800000000000004
2017-01-29,56.760000000000005
2017-01-30,39.6
2017-01-31,36.96
2017-02-01,37.05
2017-02-02,39.9
2017-02-03,41.04
2017-02-04,55.28999999999999
2017-02-05,53.01
2017-02-06,35.339999999999996
2017-02-07,39.33
2017-02-08,39.33
2017-02-09,42.18
2017-02-10,42.74999999999999
2017-02-11,53.58
2017-02-12,56.99999999999999
2017-02-13,39.9
2017-02-14,36.48
2017-02-15,37.05
2017-02-16,35.339999999999996
2017-02-17,38.19
2017-02-18,49.589999999999996
2017-02-19,53.01
2017-02-20,45.029999999999994
2017-02-21,37.05
2017-02-22,35.339999999999996
2017-02-23,34.769999999999996
2017-02-24,37.05
2017-02-25,48.449999999999996
2017-02-26,51.87
2017-02-27,50.16
2017-02-28,36.48
2017-03-01,34.769999999999996
2017-03-02,35.339999999999996
2017-03-03,35.91
2017-03-04,47.879999999999995
2017-03-05,52.44
2017-03-06,35.91
2017-03-07,32.489999999999995
2017-03-08,32.489999999999995
2017-03-09,31.919999999999998
2017-03-10,35.91
2017-03-11,46.739999999999995
2017-03-12,50.73
2017-03-13,37.62
2017-03-14,41.04
2017-03-15,38.19
2017-03-16,35.339999999999996
2017-03-17,38.76
2017-03-18,49.589999999999996
2017-03-19,51.87
2017-03-20,39.33
2017-03-21,39.9
2017-03-22,42.18
2017-03-23,43.31999999999999
2017-03-24,42.74999999999999
2017-03-25,52.44
2017-03-26,56.99999999999999
2017-03-27,42.74999999999999
2017-03-28,37.62
2017-03-29,38.19
2017-03-30,38.76
2017-03-31,45.029999999999994
2017-04-01,58.8
2017-04-02,60.0
2017-04-03,42.0
2017-04-04,40.199999999999996
2017-04-05,39.6
2017-04-06,40.8
2017-04-07,41.4
2017-04-08,51.6
2017-04-09,52.8
2017-04-10,40.8
2017-04-11,38.4
2017-04-12,40.199999999999996
2017-04-13,38.4
2017-04-14,43.199999999999996
2017-04-15,47.4
2017-04-16,49.8
2017-04-17,40.8
2017-04-18,38.4
2017-04-19,38.4
2017-04-20,37.199999999999996
2017-04-21,39.6
2017-04-22,51.6
2017-04-23,52.199999999999996
2017-04-24,39.6
2017-04-25,37.199999999999996
2017-04-26,36.6
2017-04-27,36.6
2017-04-28,36.6
2017-04-29,49.199999999999996
2017-04-30,54.6
2017-05-01,40.88
2017-05-02,37.52
2017-05-03,36.96
2017-05-04,35.84
2017-05-05,38.64
2017-05-06,45.92
2017-05-07,49.84
2017-05-08,38.080000000000005
2017-05-09,35.28
2017-05-10,34.160000000000004
2017-05-11,36.400000000000006
2017-05-12,38.64
2017-05-13,48.160000000000004
2017-05-14,48.720000000000006
2017-05-15,38.080000000000005
2017-05-16,35.84
2017-05-17,35.28
2017-05-18,34.720000000000006
2017-05-19,39.760000000000005
2017-05-20,47.040000000000006
2017-05-21,48.720000000000006
2017-05-22,38.080000000000005
2017-05-23,36.400000000000006
2017-05-24,37.52
2017-05-25,40.88
2017-05-26,42.56
2017-05-27,47.040000000000006
2017-05-28,50.96000000000001
2017-05-29,56.00000000000001
2017-05-30,44.800000000000004
2017-05-31,40.88
2017-06-01,42.339999999999996
2017-06-02,44.08
2017-06-03,50.459999999999994
2017-06-04,53.94
2017-06-05,42.339999999999996
2017-06-06,41.76
2017-06-07,40.019999999999996
2017-06-08,38.86
2017-06-09,43.5
2017-06-10,47.559999999999995
2017-06-11,53.94
2017-06-12,42.339999999999996
2017-06-13,39.44
2017-06-14,40.599999999999994
2017-06-15,42.919999999999995
2017-06-16,43.5
2017-06-17,51.62
2017-06-18,51.62
2017-06-19,45.239999999999995
2017-06-20,45.239999999999995
2017-06-21,43.5
2017-06-22,42.339999999999996
2017-06-23,45.239999999999995
2017-06-24,52.199999999999996
2017-06-25,57.99999999999999
2017-06-26,45.82
2017-06-27,42.919999999999995
2017-06-28,44.66
2017-06-29,46.4
2017-06-30,45.82
2017-07-01,57.04
2017-07-02,58.9
2017-07-03,52.7
2017-07-04,58.28
2017-07-05,47.12
2017-07-06,47.74
2017-07-07,49.6
2017-07-08,57.04
2017-07-09,60.14
2017-07-10,47.74
2017-07-11,47.12
2017-07-12,43.4
2017-07-13,44.64
2017-07-14,45.26
2017-07-15,55.18
2017-07-16,58.28
2017-07-17,48.36
2017-07-18,47.74
2017-07-19,44.64
2017-07-20,43.4
2017-07-21,47.12
2017-07-22,58.28
2017-07-23,62.0
2017-07-24,49.6
2017-07-25,47.12
2017-07-26,46.5
2017-07-27,44.64
2017-07-28,48.36
2017-07-29,55.18
2017-07-30,59.519999999999996
2017-07-31,47.74
2017-08-01,46.4
2017-08-02,44.66
2017-08-03,42.919999999999995
2017-08-04,44.08
2017-08-05,51.62
2017-08-06,55.099999999999994
2017-08-07,42.919999999999995
2017-08-08,43.5
2017-08-09,43.5
2017-08-10,42.339999999999996
2017-08-11,40.599999999999994
2017-08-12,51.04
2017-08-13,54.519999999999996
2017-08-14,41.76
2017-08-15,41.18
2017-08-16,39.44
2017-08-17,39.44
2017-08-18,44.08
2017-08-19,52.199999999999996
2017-08-20,53.94
2017-08-21,37.699999999999996
2017-08-22,41.18
2017-08-23,38.86
2017-08-24,39.44
2017-08-25,45.239999999999995
2017-08-26,57.99999999999999
2017-08-27,55.099999999999994
2017-08-28,42.919999999999995
2017-08-29,40.599999999999994
2017-08-30,41.18
2017-08-31,40.019999999999996
2017-09-01,41.440000000000005
2017-09-02,52.64000000000001
2017-09-03,56.00000000000001
2017-09-04,54.32000000000001
2017-09-05,38.080000000000005
2017-09-06,35.28
2017-09-07,36.400000000000006
2017-09-08,34.720000000000006
2017-09-09,45.36000000000001
2017-09-10,46.480000000000004
2017-09-11,36.400000000000006
2017-09-12,35.28
2017-09-13,35.28
2017-09-14,34.720000000000006
2017-09-15,36.96
2017-09-16,46.480000000000004
2017-09-17,47.6
2017-09-18,39.2
2017-09-19,36.400000000000006
2017-09-20,36.96
2017-09-21,37.52
2017-09-22,39.760000000000005
2017-09-23,49.84
2017-09-24,50.96000000000001
2017-09-25,40.32000000000001
2017-09-26,35.28
2017-09-27,36.400000000000006
2017-09-28,34.720000000000006
2017-09-29,36.96
2017-09-30,51.52
2017-10-01,59.0
2017-10-02,38.94
2017-10-03,37.169999999999995
2017-10-04,36.58
2017-10-05,41.3
2017-10-06,43.66
2017-10-07,50.739999999999995
2017-10-08,56.05
2017-10-09,44.25
2017-10-10,37.76
2017-10-11,40.12
2017-10-12,42.48
2017-10-13,44.25
2017-10-14,55.459999999999994
2017-10-15,56.05
2017-10-16,43.66
2017-10-17,39.53
2017-10-18,38.35
2017-10-19,37.76
2017-10-20,41.3
2017-10-21,51.919999999999995
2017-10-22,56.05
2017-10-23,43.66
2017-10-24,41.3
2017-10-25,38.35
2017-10-26,38.35
2017-10-27,47.79
2017-10-28,55.459999999999994
2017-10-29,57.82
2017-10-30,46.61
2017-10-31,43.66
2017-11-01,39.0
2017-11-02,35.4
2017-11-03,40.199999999999996
