date,flu
2020-01-17,20.8
2020-01-18,20.8
2020-01-19,18.8
2020-01-20,21.6
2020-01-21,25.6
2020-01-22,28.400000000000002
2020-01-23,29.6
2020-01-24,29.6
2020-01-25,30.0
2020-01-26,29.200000000000003
2020-01-27,33.6
2020-01-28,36.800000000000004
2020-01-29,36.800000000000004
2020-01-30,40.0
2020-01-31,38.0
2020-02-01,32.83
2020-02-02,31.36
2020-02-03,29.89
2020-02-04,32.83
2020-02-05,29.89
2020-02-06,29.4
2020-02-07,29.89
2020-02-08,27.93
2020-02-09,26.46
2020-02-10,28.419999999999998
2020-02-11,28.91
2020-02-12,25.97
2020-02-13,25.48
2020-02-14,23.03
2020-02-15,23.52
2020-02-16,22.05
2020-02-17,23.52
2020-02-18,24.5
2020-02-19,24.5
2020-02-20,21.07
2020-02-21,20.09
2020-02-22,20.58
2020-02-23,20.09
2020-02-24,25.97
2020-02-25,31.36
2020-02-26,42.14
2020-02-27,47.04
2020-02-28,44.589999999999996
2020-02-29,49.0
2020-03-01,35.0
2020-03-02,45.0
2020-03-03,42.0
2020-03-04,38.0
2020-03-05,37.0
2020-03-06,38.0
2020-03-07,42.0
2020-03-08,38.0
2020-03-09,46.0
2020-03-10,52.0
2020-03-11,63.0
2020-03-12,100.0
2020-03-13,89.0
2020-03-14,70.0
2020-03-15,66.0
2020-03-16,67.0
2020-03-17,63.0
2020-03-18,59.0
2020-03-19,54.0
2020-03-20,51.0
2020-03-21,52.0
2020-03-22,53.0
2020-03-23,45.0
2020-03-24,43.0
2020-03-25,39.0
2020-03-26,43.0
2020-03-27,41.0
2020-03-28,41.0
2020-03-29,48.0
2020-03-30,39.0
2020-03-31,34.0
2020-04-01,43.0
2020-04-02,36.55
2020-04-03,33.11
2020-04-04,40.42
2020-04-05,40.42
2020-04-06,34.4
2020-04-07,29.669999999999998
2020-04-08,28.81
2020-04-09,26.23
2020-04-10,28.38
2020-04-11,29.669999999999998
2020-04-12,27.09
2020-04-13,24.509999999999998
2020-04-14,22.79
2020-04-15,21.93
2020-04-16,22.36
2020-04-17,22.36
2020-04-18,24.94
2020-04-19,25.8
2020-04-20,22.79
2020-04-21,22.79
2020-04-22,24.94
2020-04-23,21.93
2020-04-24,20.21
2020-04-25,18.919999999999998
2020-04-26,20.21
2020-04-27,18.919999999999998
2020-04-28,19.35
2020-04-29,21.07
2020-04-30,18.06
